transaction_id,customer_id,transaction_date,amount,currency,transaction_type,merchant,category,payment_method,status
TXN_00005183,CUST_000653,2025-01-10 09:55:56,469.28,USD,refund,Walmart,healthcare,credit_card,completed
TXN_00005184,CUST_000337,2025-09-04 09:55:56,846.15,EUR,deposit,Amazon,healthcare,paypal,failed
TXN_00005185,CUST_000301,2025-04-07 09:55:56,354.87,EUR,purchase,Starbucks,healthcare,credit_card,pending
TXN_00005186,CUST_000254,2024-12-23 09:55:56,460.05,USD,refund,Costco,food,credit_card,completed
TXN_00005187,CUST_000948,2024-10-21 09:55:56,324.25,EUR,deposit,McDonald's,utilities,paypal,completed
TXN_00005188,CUST_000473,2024-10-26 09:55:56,171.86,USD,deposit,Best Buy,food,bank_transfer,completed
TXN_00005189,CUST_000987,2025-04-28 09:55:56,948.29,USD,purchase,Best Buy,transportation,credit_card,completed
TXN_00005190,CUST_000042,2025-03-27 09:55:56,414.98,EUR,purchase,Costco,retail,debit_card,completed
TXN_00005191,CUST_000022,2025-01-24 09:55:56,403.2,USD,refund,Target,healthcare,bank_transfer,completed
TXN_00005192,CUST_000712,2024-12-04 09:55:56,94.99,USD,deposit,Amazon,entertainment,credit_card,completed
TXN_00005193,CUST_000483,2025-09-07 09:55:56,168.54,USD,refund,Starbucks,transportation,debit_card,completed
TXN_00005194,CUST_000747,2024-10-07 09:55:56,222.87,USD,purchase,Walmart,food,credit_card,completed
TXN_00005195,CUST_000270,2025-06-04 09:55:56,294.37,USD,deposit,Walmart,utilities,debit_card,completed
TXN_00005196,CUST_000067,2025-07-17 09:55:56,743.04,USD,deposit,Target,retail,bank_transfer,completed
TXN_00005197,CUST_000473,2024-12-09 09:55:56,486.66,EUR,refund,Home Depot,entertainment,credit_card,completed
TXN_00005198,CUST_000988,2025-03-29 09:55:56,932.42,EUR,deposit,Costco,utilities,debit_card,completed
TXN_00005199,CUST_000101,2025-02-20 09:55:56,516.74,USD,refund,Starbucks,utilities,debit_card,completed
TXN_00005200,CUST_000744,2025-09-01 09:55:56,23.66,EUR,transfer,Best Buy,healthcare,debit_card,completed
TXN_00005201,CUST_000306,2024-12-04 09:55:56,671.22,USD,purchase,Starbucks,entertainment,bank_transfer,completed
TXN_00005202,CUST_000543,2025-08-17 09:55:56,891.14,EUR,transfer,Walmart,healthcare,credit_card,completed
TXN_00005203,CUST_000688,2025-07-06 09:55:56,288.49,GBP,refund,Target,utilities,credit_card,completed
TXN_00005204,CUST_000269,2024-09-21 09:55:56,383.76,GBP,deposit,Best Buy,utilities,debit_card,completed
TXN_00005205,CUST_000578,2025-06-03 09:55:56,692.65,USD,refund,McDonald's,food,debit_card,completed
TXN_00005206,CUST_000207,2024-12-18 09:55:56,746.98,USD,transfer,Amazon,transportation,debit_card,completed
TXN_00005207,CUST_000920,2024-10-17 09:55:56,529.41,EUR,transfer,Walmart,transportation,credit_card,completed
TXN_00005208,CUST_000502,2025-02-11 09:55:56,262.52,USD,deposit,Best Buy,healthcare,bank_transfer,completed
TXN_00005209,CUST_000099,2025-05-29 09:55:56,879.01,GBP,deposit,Target,transportation,debit_card,completed
TXN_00005210,CUST_000830,2024-09-19 09:55:56,783.14,USD,purchase,Home Depot,entertainment,debit_card,completed
TXN_00005211,CUST_000190,2025-03-08 09:55:56,691.49,USD,purchase,Target,retail,debit_card,completed
TXN_00005212,CUST_000065,2025-02-14 09:55:56,60.84,USD,transfer,Walmart,transportation,bank_transfer,completed
TXN_00005213,CUST_000466,2025-02-16 09:55:56,23.21,USD,transfer,Amazon,utilities,debit_card,completed
TXN_00005214,CUST_000708,2024-09-24 09:55:56,258.37,USD,purchase,Home Depot,transportation,credit_card,completed
TXN_00005215,CUST_000091,2025-02-09 09:55:56,485.96,USD,refund,McDonald's,healthcare,debit_card,completed
TXN_00005216,CUST_000554,2025-03-26 09:55:56,906.65,USD,purchase,Target,food,bank_transfer,completed
TXN_00005217,CUST_000530,2025-07-23 09:55:56,281.16,USD,refund,Home Depot,food,bank_transfer,completed
TXN_00005218,CUST_000747,2025-06-26 09:55:56,250.54,GBP,refund,Amazon,utilities,debit_card,completed
TXN_00005219,CUST_000834,2024-12-23 09:55:56,420.18,EUR,purchase,Home Depot,utilities,debit_card,completed
TXN_00005220,CUST_000054,2024-09-20 09:55:56,394.91,USD,purchase,Costco,utilities,bank_transfer,completed
TXN_00005221,CUST_000087,2025-04-22 09:55:56,706.72,USD,refund,Amazon,entertainment,paypal,completed
TXN_00005222,CUST_000909,2025-06-21 09:55:56,46.78,USD,deposit,Target,entertainment,bank_transfer,completed
TXN_00005223,CUST_000338,2025-02-16 09:55:56,193.96,EUR,deposit,Walmart,utilities,debit_card,completed
TXN_00005224,CUST_000134,2025-01-22 09:55:56,464.6,USD,deposit,Best Buy,healthcare,paypal,completed
TXN_00005225,CUST_000723,2025-05-11 09:55:56,413.56,USD,purchase,Starbucks,entertainment,bank_transfer,completed
TXN_00005226,CUST_000715,2025-02-11 09:55:56,597.73,USD,refund,Starbucks,utilities,debit_card,completed
TXN_00005227,CUST_000488,2025-03-04 09:55:56,422.32,USD,transfer,Home Depot,food,paypal,completed
TXN_00005228,CUST_000494,2024-09-10 09:55:56,501.01,USD,refund,Costco,entertainment,debit_card,completed
TXN_00005229,CUST_000549,2024-09-27 09:55:56,929.53,USD,refund,McDonald's,entertainment,paypal,completed
TXN_00005230,CUST_000580,2025-06-17 09:55:56,198.21,USD,deposit,Amazon,entertainment,debit_card,completed
TXN_00005231,CUST_000333,2025-09-08 09:55:56,190.59,EUR,deposit,McDonald's,transportation,credit_card,completed
TXN_00005232,CUST_000491,2024-12-20 09:55:56,181.33,USD,purchase,Starbucks,retail,credit_card,failed
TXN_00005233,CUST_000449,2025-02-12 09:55:56,216.24,USD,transfer,Amazon,food,credit_card,completed
TXN_00005234,CUST_000503,2025-05-03 09:55:56,99.13,USD,purchase,Starbucks,entertainment,paypal,pending
TXN_00005235,CUST_000016,2024-12-16 09:55:56,419.07,EUR,deposit,Amazon,utilities,debit_card,completed
TXN_00005236,CUST_000212,2024-09-28 09:55:56,89.28,USD,transfer,Amazon,food,bank_transfer,completed
TXN_00005237,CUST_000603,2025-04-15 09:55:56,189.79,GBP,purchase,Starbucks,entertainment,bank_transfer,completed
TXN_00005238,CUST_000328,2025-01-10 09:55:56,308.27,USD,refund,Walmart,retail,bank_transfer,completed
TXN_00005239,CUST_000773,2025-09-09 09:55:56,786.37,USD,transfer,Home Depot,utilities,debit_card,completed
TXN_00005240,CUST_000641,2025-04-18 09:55:56,124.64,USD,purchase,Amazon,transportation,bank_transfer,pending
TXN_00005241,CUST_000848,2025-07-13 09:55:56,413.94,GBP,purchase,Home Depot,food,credit_card,completed
TXN_00005242,CUST_000416,2025-08-31 09:55:56,806.46,USD,transfer,Home Depot,utilities,bank_transfer,completed
TXN_00005243,CUST_000094,2024-12-23 09:55:56,93.78,USD,deposit,McDonald's,entertainment,bank_transfer,completed
TXN_00005244,CUST_000812,2025-03-09 09:55:56,270.23,EUR,deposit,Best Buy,entertainment,debit_card,completed
TXN_00005245,CUST_000382,2025-06-03 09:55:56,243.11,USD,refund,Costco,healthcare,bank_transfer,completed
TXN_00005246,CUST_000387,2025-08-16 09:55:56,551.27,EUR,purchase,McDonald's,entertainment,credit_card,completed
TXN_00005247,CUST_000297,2024-10-18 09:55:56,29.45,USD,refund,Costco,healthcare,bank_transfer,completed
TXN_00005248,CUST_000108,2025-07-02 09:55:56,803.98,USD,refund,McDonald's,healthcare,credit_card,pending
TXN_00005249,CUST_000162,2024-10-10 09:55:56,744.99,USD,purchase,Costco,entertainment,debit_card,pending
TXN_00005250,CUST_000072,2024-09-24 09:55:56,171.69,EUR,transfer,Home Depot,entertainment,bank_transfer,completed
TXN_00005251,CUST_000611,2025-08-26 09:55:56,920.5,USD,transfer,Starbucks,utilities,bank_transfer,completed
TXN_00005252,CUST_000256,2025-08-12 09:55:56,387.77,USD,deposit,Home Depot,utilities,debit_card,completed
TXN_00005253,CUST_000076,2024-10-14 09:55:56,684.2,USD,purchase,Costco,retail,debit_card,completed
TXN_00005254,CUST_000467,2025-01-06 09:55:56,954.85,GBP,transfer,Best Buy,transportation,debit_card,completed
TXN_00005255,CUST_000136,2025-04-25 09:55:56,871.57,USD,refund,McDonald's,retail,bank_transfer,completed
TXN_00005256,CUST_000337,2025-01-22 09:55:56,586.79,USD,refund,Amazon,healthcare,paypal,completed
TXN_00005257,CUST_000687,2025-08-29 09:55:56,923.36,USD,transfer,Costco,food,debit_card,completed
TXN_00005258,CUST_000603,2025-01-25 09:55:56,409.65,USD,purchase,Best Buy,transportation,bank_transfer,completed
TXN_00005259,CUST_000277,2024-12-05 09:55:56,525.7,EUR,deposit,Amazon,healthcare,bank_transfer,completed
TXN_00005260,CUST_000238,2024-11-25 09:55:56,913.78,GBP,transfer,Walmart,healthcare,debit_card,completed
TXN_00005261,CUST_000040,2024-10-26 09:55:56,292.45,USD,transfer,Costco,entertainment,bank_transfer,completed
TXN_00005262,CUST_000470,2025-08-14 09:55:56,458.2,USD,transfer,Home Depot,transportation,debit_card,completed
TXN_00005263,CUST_000422,2025-08-09 09:55:56,70.3,USD,deposit,Target,healthcare,bank_transfer,completed
TXN_00005264,CUST_000057,2025-01-20 09:55:56,324.43,USD,refund,Walmart,entertainment,bank_transfer,completed
TXN_00005265,CUST_000245,2025-01-24 09:55:56,550.68,GBP,purchase,Best Buy,entertainment,bank_transfer,completed
TXN_00005266,CUST_000613,2024-11-03 09:55:56,692.34,USD,purchase,Home Depot,healthcare,bank_transfer,completed
TXN_00005267,CUST_000001,2025-01-13 09:55:56,364.65,USD,refund,Target,entertainment,bank_transfer,failed
TXN_00005268,CUST_000463,2024-11-01 09:55:56,931.03,GBP,deposit,Costco,transportation,bank_transfer,completed
TXN_00005269,CUST_000095,2025-01-08 09:55:56,779.93,USD,deposit,Target,utilities,bank_transfer,completed
TXN_00005270,CUST_000753,2024-12-14 09:55:56,417.05,USD,refund,Best Buy,healthcare,bank_transfer,completed
TXN_00005271,CUST_000547,2025-07-11 09:55:56,249.37,GBP,refund,Starbucks,food,paypal,completed
TXN_00005272,CUST_000630,2024-12-20 09:55:56,427.17,USD,transfer,Starbucks,utilities,paypal,completed
TXN_00005273,CUST_000284,2024-11-24 09:55:56,491.65,USD,transfer,Best Buy,utilities,paypal,completed
TXN_00005274,CUST_000979,2025-05-06 09:55:56,818.95,GBP,transfer,Costco,retail,debit_card,completed
TXN_00005275,CUST_000477,2025-02-28 09:55:56,178.68,GBP,purchase,Walmart,transportation,debit_card,pending
TXN_00005276,CUST_000631,2025-05-06 09:55:56,897.77,GBP,refund,Amazon,retail,debit_card,completed
TXN_00005277,CUST_000364,2025-05-07 09:55:56,859.91,USD,transfer,Home Depot,utilities,bank_transfer,completed
TXN_00005278,CUST_000614,2025-08-21 09:55:56,47.96,USD,refund,Best Buy,food,credit_card,completed
TXN_00005279,CUST_000324,2025-07-04 09:55:56,808.09,USD,transfer,Walmart,entertainment,bank_transfer,completed
TXN_00005280,CUST_000707,2025-04-27 09:55:56,698.24,USD,deposit,Starbucks,retail,debit_card,completed
TXN_00005281,CUST_000834,2024-11-22 09:55:56,745.33,USD,refund,Best Buy,food,paypal,completed
TXN_00005282,CUST_000862,2024-10-30 09:55:56,317.61,USD,purchase,Costco,entertainment,paypal,completed
TXN_00005283,CUST_000987,2025-03-01 09:55:56,93.13,EUR,refund,Home Depot,retail,bank_transfer,completed
TXN_00005284,CUST_000015,2025-05-24 09:55:56,87.04,USD,deposit,Best Buy,transportation,debit_card,completed
TXN_00005285,CUST_000378,2025-07-01 09:55:56,219.83,USD,deposit,Home Depot,transportation,paypal,completed
TXN_00005286,CUST_000766,2025-08-09 09:55:56,136.2,USD,purchase,Best Buy,healthcare,paypal,completed
TXN_00005287,CUST_000422,2025-01-21 09:55:56,678.66,USD,transfer,Amazon,retail,debit_card,completed
TXN_00005288,CUST_000523,2024-11-06 09:55:56,123.38,USD,refund,Home Depot,food,paypal,pending
TXN_00005289,CUST_000656,2025-04-29 09:55:56,827.3,USD,deposit,Target,healthcare,bank_transfer,completed
TXN_00005290,CUST_000663,2025-09-09 09:55:56,501.54,GBP,purchase,Best Buy,healthcare,paypal,failed
TXN_00005291,CUST_000466,2025-03-24 09:55:56,848.35,USD,transfer,Amazon,utilities,paypal,completed
TXN_00005292,CUST_000516,2025-04-01 09:55:56,28.27,USD,refund,Costco,retail,paypal,completed
TXN_00005293,CUST_000323,2025-04-26 09:55:56,423.49,USD,refund,Amazon,utilities,credit_card,completed
TXN_00005294,CUST_000661,2025-02-02 09:55:56,117.56,USD,transfer,McDonald's,food,bank_transfer,completed
TXN_00005295,CUST_000245,2025-09-10 09:55:56,239.71,USD,transfer,Starbucks,entertainment,debit_card,failed
TXN_00005296,CUST_000611,2025-05-05 09:55:56,278.75,EUR,refund,Amazon,transportation,paypal,completed
TXN_00005297,CUST_000018,2025-08-10 09:55:56,588.61,USD,refund,Walmart,healthcare,paypal,pending
TXN_00005298,CUST_000049,2025-01-12 09:55:56,564.6,USD,transfer,Best Buy,healthcare,credit_card,completed
TXN_00005299,CUST_000246,2025-04-24 09:55:56,637.68,EUR,refund,Target,transportation,debit_card,pending
TXN_00005300,CUST_000146,2025-08-29 09:55:56,894.67,USD,transfer,Home Depot,transportation,bank_transfer,completed
TXN_00005301,CUST_000910,2024-12-26 09:55:56,308.52,USD,deposit,Home Depot,transportation,bank_transfer,completed
TXN_00005302,CUST_000225,2025-05-16 09:55:56,598.36,USD,transfer,Best Buy,retail,credit_card,completed
TXN_00005303,CUST_000360,2025-08-01 09:55:56,971.38,USD,transfer,McDonald's,healthcare,bank_transfer,completed
TXN_00005304,CUST_000192,2024-12-13 09:55:56,940.84,USD,transfer,McDonald's,food,debit_card,completed
TXN_00005305,CUST_000531,2025-06-01 09:55:56,22.0,EUR,deposit,Home Depot,transportation,paypal,completed
TXN_00005306,CUST_000813,2024-10-20 09:55:56,694.91,USD,deposit,Costco,entertainment,bank_transfer,completed
TXN_00005307,CUST_000328,2024-09-28 09:55:56,748.97,USD,purchase,Best Buy,food,bank_transfer,completed
TXN_00005308,CUST_000548,2024-10-18 09:55:56,512.5,USD,deposit,Home Depot,retail,credit_card,completed
TXN_00005309,CUST_000036,2025-01-05 09:55:56,347.99,GBP,refund,Amazon,entertainment,bank_transfer,completed
TXN_00005310,CUST_000600,2025-08-17 09:55:56,887.8,GBP,refund,Amazon,transportation,bank_transfer,completed
TXN_00005311,CUST_000942,2024-12-12 09:55:56,258.88,GBP,refund,Target,retail,debit_card,completed
TXN_00005312,CUST_000814,2025-05-03 09:55:56,826.45,EUR,purchase,McDonald's,food,credit_card,completed
TXN_00005313,CUST_000083,2024-12-07 09:55:56,656.19,EUR,purchase,Walmart,retail,debit_card,completed
TXN_00005314,CUST_000201,2025-02-19 09:55:56,493.41,USD,purchase,Starbucks,healthcare,paypal,pending
TXN_00005315,CUST_000915,2025-02-01 09:55:56,91.73,USD,deposit,Starbucks,transportation,bank_transfer,completed
TXN_00005316,CUST_000068,2025-08-27 09:55:56,493.83,USD,transfer,Target,utilities,paypal,completed
TXN_00005317,CUST_000139,2024-09-17 09:55:56,710.18,USD,purchase,Best Buy,retail,credit_card,completed
TXN_00005318,CUST_000396,2025-08-01 09:55:56,639.18,USD,refund,Walmart,entertainment,debit_card,failed
TXN_00005319,CUST_000958,2025-08-18 09:55:56,68.82,GBP,transfer,Walmart,transportation,bank_transfer,pending
TXN_00005320,CUST_000729,2024-09-19 09:55:56,275.11,GBP,deposit,Amazon,entertainment,debit_card,completed
TXN_00005321,CUST_000680,2025-05-13 09:55:56,105.46,USD,refund,Target,entertainment,bank_transfer,completed
TXN_00005322,CUST_000259,2025-04-20 09:55:56,479.45,USD,purchase,Starbucks,retail,bank_transfer,completed
TXN_00005323,CUST_000660,2025-05-12 09:55:56,496.53,USD,refund,Walmart,entertainment,credit_card,completed
TXN_00005324,CUST_000041,2025-08-11 09:55:56,464.54,EUR,purchase,Costco,utilities,credit_card,completed
TXN_00005325,CUST_000672,2025-07-24 09:55:56,461.54,EUR,deposit,Costco,utilities,bank_transfer,completed
TXN_00005326,CUST_000553,2024-10-23 09:55:56,376.66,EUR,deposit,Amazon,food,debit_card,completed
TXN_00005327,CUST_000473,2025-03-31 09:55:56,636.9,EUR,transfer,McDonald's,healthcare,credit_card,completed
TXN_00005328,CUST_000022,2024-11-16 09:55:56,763.34,EUR,refund,McDonald's,healthcare,paypal,completed
TXN_00005329,CUST_000874,2025-02-17 09:55:56,321.34,USD,purchase,Amazon,entertainment,paypal,completed
TXN_00005330,CUST_000199,2025-04-28 09:55:56,878.21,USD,refund,Amazon,utilities,credit_card,completed
TXN_00005331,CUST_000158,2025-02-21 09:55:56,953.43,USD,transfer,Costco,utilities,paypal,completed
TXN_00005332,CUST_000726,2024-10-30 09:55:56,439.82,USD,purchase,Starbucks,food,debit_card,completed
TXN_00005333,CUST_000107,2025-01-12 09:55:56,855.24,USD,refund,Amazon,food,paypal,completed
TXN_00005334,CUST_000092,2025-01-10 09:55:56,803.49,USD,deposit,Best Buy,transportation,debit_card,pending
TXN_00005335,CUST_000558,2025-08-14 09:55:56,784.94,EUR,transfer,Amazon,healthcare,bank_transfer,pending
TXN_00005336,CUST_000081,2025-07-18 09:55:56,174.6,USD,purchase,Costco,entertainment,debit_card,completed
TXN_00005337,CUST_000327,2024-09-27 09:55:56,830.64,USD,deposit,Target,retail,credit_card,completed
TXN_00005338,CUST_000110,2024-09-16 09:55:56,410.62,USD,purchase,McDonald's,utilities,bank_transfer,failed
TXN_00005339,CUST_000935,2025-03-06 09:55:56,137.41,USD,deposit,McDonald's,food,bank_transfer,completed
TXN_00005340,CUST_000013,2025-01-22 09:55:56,767.18,GBP,deposit,Starbucks,entertainment,bank_transfer,failed
TXN_00005341,CUST_000852,2025-04-06 09:55:56,109.84,USD,refund,Home Depot,healthcare,paypal,completed
TXN_00005342,CUST_000583,2025-03-23 09:55:56,199.52,USD,refund,Home Depot,food,paypal,completed
TXN_00005343,CUST_000948,2025-02-28 09:55:56,542.98,EUR,deposit,McDonald's,food,paypal,completed
TXN_00005344,CUST_000642,2025-02-25 09:55:56,43.67,EUR,refund,McDonald's,transportation,credit_card,completed
TXN_00005345,CUST_000693,2025-09-02 09:55:56,883.03,USD,purchase,McDonald's,transportation,credit_card,completed
TXN_00005346,CUST_000787,2025-07-23 09:55:56,624.78,GBP,refund,Target,food,credit_card,completed
TXN_00005347,CUST_000500,2025-01-02 09:55:56,159.44,EUR,deposit,Walmart,transportation,credit_card,completed
TXN_00005348,CUST_000988,2024-10-17 09:55:56,612.56,EUR,refund,Best Buy,healthcare,paypal,completed
TXN_00005349,CUST_000129,2024-09-26 09:55:56,818.16,USD,purchase,Starbucks,food,credit_card,completed
TXN_00005350,CUST_000713,2025-02-13 09:55:56,403.63,USD,refund,Amazon,healthcare,credit_card,completed
TXN_00005351,CUST_000086,2024-10-18 09:55:56,526.76,USD,refund,Costco,healthcare,debit_card,completed
TXN_00005352,CUST_000330,2025-01-31 09:55:56,532.17,USD,deposit,McDonald's,healthcare,debit_card,completed
TXN_00005353,CUST_000149,2025-04-13 09:55:56,903.09,USD,deposit,McDonald's,utilities,debit_card,completed
TXN_00005354,CUST_000550,2025-01-02 09:55:56,747.74,USD,deposit,Costco,utilities,paypal,completed
TXN_00005355,CUST_000656,2025-05-31 09:55:56,148.66,USD,transfer,McDonald's,retail,debit_card,completed
TXN_00005356,CUST_000344,2025-07-19 09:55:56,426.42,USD,purchase,Costco,entertainment,paypal,completed
TXN_00005357,CUST_000159,2025-03-01 09:55:56,148.46,USD,refund,Best Buy,retail,debit_card,completed
TXN_00005358,CUST_000099,2025-07-06 09:55:56,673.7,GBP,deposit,Starbucks,utilities,debit_card,completed
TXN_00005359,CUST_000263,2025-07-19 09:55:56,626.65,GBP,transfer,Costco,utilities,bank_transfer,completed
TXN_00005360,CUST_000187,2025-07-06 09:55:56,310.32,EUR,deposit,Home Depot,retail,bank_transfer,completed
TXN_00005361,CUST_000069,2025-01-09 09:55:56,377.0,USD,refund,Home Depot,transportation,debit_card,completed
TXN_00005362,CUST_000305,2025-03-27 09:55:56,267.95,USD,transfer,Amazon,transportation,credit_card,completed
TXN_00005363,CUST_000906,2025-01-28 09:55:56,267.22,USD,purchase,McDonald's,utilities,bank_transfer,completed
TXN_00005364,CUST_000471,2024-12-19 09:55:56,305.14,USD,refund,Walmart,food,bank_transfer,completed
TXN_00005365,CUST_000508,2024-12-10 09:55:56,775.29,USD,transfer,Target,transportation,debit_card,pending
TXN_00005366,CUST_000372,2025-07-08 09:55:56,294.07,GBP,purchase,Starbucks,retail,debit_card,pending
TXN_00005367,CUST_000827,2025-05-06 09:55:56,316.12,USD,transfer,Costco,utilities,credit_card,completed
TXN_00005368,CUST_000102,2025-07-20 09:55:56,648.28,USD,purchase,Amazon,transportation,credit_card,completed
TXN_00005369,CUST_000795,2025-01-17 09:55:56,865.72,USD,purchase,Target,healthcare,debit_card,pending
TXN_00005370,CUST_000321,2024-12-18 09:55:56,257.9,USD,purchase,Walmart,food,bank_transfer,completed
TXN_00005371,CUST_000139,2025-01-27 09:55:56,979.85,USD,transfer,Starbucks,transportation,paypal,completed
TXN_00005372,CUST_000854,2024-11-06 09:55:56,14.45,USD,deposit,Costco,entertainment,bank_transfer,completed
TXN_00005373,CUST_000967,2025-05-04 09:55:56,23.87,USD,refund,Amazon,healthcare,debit_card,completed
TXN_00005374,CUST_000651,2025-08-19 09:55:56,863.59,USD,purchase,Starbucks,entertainment,paypal,completed
TXN_00005375,CUST_000712,2024-11-25 09:55:56,252.65,USD,transfer,Target,utilities,paypal,completed
TXN_00005376,CUST_000990,2025-07-06 09:55:56,529.43,GBP,refund,Starbucks,entertainment,bank_transfer,completed
TXN_00005377,CUST_000424,2025-08-19 09:55:56,987.67,USD,transfer,Amazon,transportation,credit_card,pending
TXN_00005378,CUST_000787,2024-12-02 09:55:56,516.34,USD,refund,Amazon,retail,paypal,pending
TXN_00005379,CUST_000468,2024-12-09 09:55:56,162.24,GBP,deposit,Target,transportation,debit_card,completed
TXN_00005380,CUST_000774,2025-06-05 09:55:56,19.98,USD,purchase,Starbucks,healthcare,debit_card,pending
TXN_00005381,CUST_000210,2024-09-13 09:55:56,594.41,USD,deposit,Target,retail,paypal,completed
TXN_00005382,CUST_000357,2024-09-19 09:55:56,77.08,USD,purchase,McDonald's,retail,debit_card,completed
TXN_00005383,CUST_000138,2024-10-28 09:55:56,666.52,EUR,transfer,Target,transportation,bank_transfer,completed
TXN_00005384,CUST_000551,2025-05-12 09:55:56,313.29,USD,deposit,Best Buy,healthcare,bank_transfer,completed
TXN_00005385,CUST_000276,2024-10-30 09:55:56,330.57,USD,purchase,Target,transportation,debit_card,pending
TXN_00005386,CUST_000369,2025-03-09 09:55:56,850.69,USD,deposit,Target,healthcare,debit_card,completed
TXN_00005387,CUST_000671,2025-05-23 09:55:56,651.16,EUR,purchase,Starbucks,retail,credit_card,completed
TXN_00005388,CUST_000984,2024-11-30 09:55:56,493.37,USD,refund,Starbucks,retail,paypal,completed
TXN_00005389,CUST_000616,2024-10-03 09:55:56,760.42,GBP,transfer,Walmart,utilities,bank_transfer,completed
TXN_00005390,CUST_000643,2024-10-08 09:55:56,165.26,USD,deposit,Walmart,entertainment,paypal,pending
TXN_00005391,CUST_000945,2024-12-07 09:55:56,90.07,USD,purchase,McDonald's,transportation,debit_card,completed
TXN_00005392,CUST_000346,2024-12-20 09:55:56,307.84,EUR,transfer,Costco,retail,credit_card,completed
TXN_00005393,CUST_000179,2025-02-07 09:55:56,192.01,GBP,deposit,Home Depot,transportation,credit_card,failed
TXN_00005394,CUST_000506,2024-10-09 09:55:56,193.55,USD,purchase,Amazon,entertainment,bank_transfer,completed
TXN_00005395,CUST_000083,2024-11-23 09:55:56,904.41,USD,refund,Home Depot,utilities,paypal,completed
TXN_00005396,CUST_000674,2024-10-30 09:55:56,137.56,USD,transfer,Starbucks,healthcare,credit_card,completed
TXN_00005397,CUST_000561,2025-04-26 09:55:56,430.1,USD,purchase,Amazon,retail,paypal,completed
TXN_00005398,CUST_000576,2025-07-16 09:55:56,136.44,USD,refund,Costco,transportation,debit_card,completed
TXN_00005399,CUST_000662,2024-09-26 09:55:56,292.59,USD,purchase,Amazon,food,paypal,completed
TXN_00005400,CUST_000710,2025-08-21 09:55:56,399.22,USD,refund,Costco,transportation,paypal,completed
TXN_00005401,CUST_000052,2024-10-27 09:55:56,939.36,EUR,deposit,McDonald's,food,paypal,completed
TXN_00005402,CUST_000497,2025-04-16 09:55:56,463.5,USD,purchase,Best Buy,entertainment,bank_transfer,completed
TXN_00005403,CUST_000550,2024-11-06 09:55:56,39.32,USD,purchase,Amazon,transportation,bank_transfer,completed
TXN_00005404,CUST_000657,2025-01-18 09:55:56,314.32,EUR,purchase,Amazon,entertainment,debit_card,completed
TXN_00005405,CUST_000158,2025-06-22 09:55:56,202.81,USD,deposit,Home Depot,utilities,debit_card,completed
TXN_00005406,CUST_000796,2025-02-01 09:55:56,992.73,EUR,refund,McDonald's,utilities,paypal,failed
TXN_00005407,CUST_000369,2025-03-12 09:55:56,353.58,USD,deposit,Home Depot,utilities,paypal,completed
TXN_00005408,CUST_000980,2025-02-04 09:55:56,764.58,USD,deposit,Target,transportation,bank_transfer,completed
TXN_00005409,CUST_000997,2024-12-23 09:55:56,478.25,USD,purchase,Amazon,food,paypal,completed
TXN_00005410,CUST_000415,2024-10-17 09:55:56,272.37,EUR,refund,Costco,utilities,paypal,completed
TXN_00005411,CUST_000272,2024-10-20 09:55:56,630.41,USD,transfer,McDonald's,retail,paypal,completed
TXN_00005412,CUST_000706,2024-09-18 09:55:56,318.25,USD,deposit,Best Buy,food,bank_transfer,completed
TXN_00005413,CUST_000618,2025-03-23 09:55:56,652.27,EUR,purchase,Starbucks,transportation,credit_card,completed
TXN_00005414,CUST_000661,2025-01-28 09:55:56,856.95,USD,transfer,Home Depot,healthcare,paypal,completed
TXN_00005415,CUST_000589,2024-12-16 09:55:56,939.82,USD,refund,Target,entertainment,credit_card,completed
TXN_00005416,CUST_000630,2025-01-18 09:55:56,848.67,EUR,purchase,Walmart,healthcare,credit_card,pending
TXN_00005417,CUST_000731,2024-09-20 09:55:56,383.65,USD,deposit,Costco,food,bank_transfer,completed
TXN_00005418,CUST_000271,2024-12-05 09:55:56,627.48,USD,transfer,Target,utilities,credit_card,failed
TXN_00005419,CUST_000229,2024-09-25 09:55:56,421.47,EUR,deposit,Costco,healthcare,debit_card,failed
TXN_00005420,CUST_000314,2025-01-08 09:55:56,396.53,GBP,refund,Starbucks,retail,bank_transfer,completed
TXN_00005421,CUST_000093,2024-09-17 09:55:56,923.29,USD,deposit,Starbucks,entertainment,paypal,completed
TXN_00005422,CUST_000058,2024-12-08 09:55:56,299.99,USD,deposit,Home Depot,food,credit_card,pending
TXN_00005423,CUST_000458,2024-11-26 09:55:56,738.69,USD,purchase,Home Depot,food,credit_card,completed
TXN_00005424,CUST_000430,2025-08-31 09:55:56,376.8,USD,deposit,Costco,retail,debit_card,pending
TXN_00005425,CUST_000819,2024-12-12 09:55:56,754.97,USD,transfer,Home Depot,healthcare,bank_transfer,completed
TXN_00005426,CUST_000329,2025-03-03 09:55:56,569.63,EUR,refund,Starbucks,healthcare,credit_card,completed
TXN_00005427,CUST_000508,2024-12-19 09:55:56,249.35,EUR,purchase,Best Buy,entertainment,paypal,completed
TXN_00005428,CUST_000755,2025-05-13 09:55:56,767.27,GBP,transfer,Target,food,debit_card,completed
TXN_00005429,CUST_000710,2024-12-20 09:55:56,65.24,EUR,transfer,Home Depot,entertainment,bank_transfer,completed
